Date,Open,High,Low,Close
2022-03-18,1.09172,1.11375,1.0899,1.105
2022-03-11,1.09236,1.11212,1.0804,1.09099
2022-03-04,1.1125,1.12465,1.0884,1.09241
2022-02-25,1.13178,1.13907,1.1104,1.12657
2022-02-18,1.13369,1.13959,1.1278,1.13203
2022-02-11,1.14628,1.14949,1.1328,1.13457
2022-02-04,1.11415,1.14839,1.1137,1.1448
2022-01-28,1.13409,1.1345,1.112,1.11456
2022-01-21,1.14128,1.14345,1.1298,1.13403
2022-01-14,1.13524,1.1483,1.1283,1.14091
2022-01-07,1.13707,1.1379,1.1271,1.13593
2021-12-31,1.13156,1.13865,1.1272,1.13659
2021-12-24,1.12395,1.13435,1.1233,1.13181
2021-12-17,1.1311,1.13605,1.122,1.1237
2021-12-10,1.1302,1.13548,1.1225,1.1314
2021-12-03,1.13018,1.1383,1.1234,1.13131
2021-11-26,1.12901,1.13308,1.1185,1.13155
2021-11-19,1.14452,1.1464,1.1248,1.12794
2021-11-12,1.15573,1.16089,1.1431,1.14447
2021-11-05,1.15631,1.16164,1.1512,1.1566
2021-10-29,1.16368,1.16922,1.1533,1.1561
2021-10-22,1.15987,1.16694,1.157,1.1647
2021-10-15,1.15693,1.16245,1.1523,1.16
2021-10-08,1.15937,1.16402,1.1527,1.1567
2021-10-01,1.17165,1.17252,1.1561,1.1594
2021-09-24,1.17255,1.17557,1.1682,1.1718
2021-09-17,1.18134,1.1846,1.17211,1.1724
2021-09-10,1.18774,1.18864,1.18,1.18115
2021-09-03,1.17949,1.1909,1.1781,1.18832
2021-08-27,1.1695,1.18023,1.16912,1.17924
2021-08-20,1.17938,1.1801,1.1662,1.16949
2021-08-13,1.17589,1.18048,1.1704,1.17936
2021-08-06,1.18635,1.18997,1.1753,1.1761
2021-07-30,1.17715,1.19087,1.1761,1.18684
2021-07-23,1.18073,1.18305,1.175,1.1768
2021-07-16,1.18754,1.188,1.177,1.1805
2021-07-09,1.18666,1.18952,1.1782,1.18776
2021-07-02,1.19352,1.19445,1.1806,1.1862
2021-06-25,1.18632,1.19753,1.1846,1.1933
2021-06-18,1.21091,1.21473,1.1846,1.18592
2021-06-11,1.21624,1.2218,1.2091,1.2108
2021-06-04,1.21959,1.22544,1.2102,1.2164
2021-05-28,1.21761,1.22664,1.2131,1.2189
2021-05-21,1.21404,1.22454,1.2124,1.2178
2021-05-14,1.21678,1.21817,1.205,1.21451
2021-05-07,1.20257,1.21715,1.1984,1.21625
2021-04-30,1.20941,1.215,1.2015,1.2019
2021-04-23,1.19752,1.21,1.1941,1.20965
2021-04-16,1.18963,1.19948,1.1869,1.19823
2021-04-09,1.1754,1.19275,1.1736,1.19008
2021-04-02,1.1789,1.17939,1.1702,1.1761
2021-03-26,1.18798,1.1947,1.176,1.17928
2021-03-19,1.19489,1.19889,1.1872,1.1904
2021-03-12,1.1917,1.199,1.1834,1.19516
2021-03-05,1.20718,1.21133,1.1892,1.19079
